,fc_nuclear,fc_wind,fc_solar_th,hour,thermal_gap,net_exc_power,price
1846,6125.5,2622.0,5.5,21,22108.0,-200,62.09
1847,6125.5,2244.0,10.7,22,19872.8,-200,56.24
1848,6125.5,2097.0,4.6,23,17435.9,-200,50.06
1849,6125.5,1706.0,11.5,0,16328.0,-200,51.29
1850,6125.5,1553.0,19.4,1,15197.1,-200,48.27
1851,6125.5,1450.0,15.1,2,14536.4,-200,46.42
1852,6125.5,1456.0,10.7,3,14446.8,-200,46.03
1853,6125.5,1695.0,3.2,4,14206.3,-200,45.42
1854,6125.5,1976.0,0.2,5,14485.3,-200,46.11
1855,6125.5,1997.0,3.1,6,16802.4,-200,51.55
1856,6125.5,2197.0,2.9,7,20057.6,-200,59.38
1857,6125.5,2416.0,11.6,8,21110.3,-200,61.9
1858,6125.5,2358.0,42.3,9,20358.4,-200,59.86
1859,6035.7,2037.0,297.9,10,19295.5,-200,56.73
1860,6035.7,1849.0,581.7,11,19051.6,-200,55.83
1861,6035.7,1811.0,724.9,12,18487.6,-200,54.25
1862,6035.7,1982.0,788.4,13,18142.4,-200,53.35
1863,6035.7,2098.0,814.5,14,17334.3,-200,51.29
1864,6035.7,2058.0,933.1,15,16708.9,-200,49.57
1865,6035.7,2079.0,667.5,16,17787.9,-200,52.02
1866,6035.7,2292.0,406.7,17,20215.9,-200,57.86
1867,6035.7,2782.0,284.8,18,22414.8,-200,63.33
1868,6155.7,3134.0,145.7,19,22961.6,-200,64.92
1869,6155.7,3711.0,5.8,20,22905.5,-200,64.99
1870,6245.5,4124.0,4.9,21,21026.6,-200,60.69
1871,6245.5,4611.0,28.2,22,17907.3,-200,53.29
1872,6345.5,5086.0,9.4,23,14751.1,-200,45.96
1873,6345.5,5323.0,22.3,0,12912.2,-200,45.85
1874,6345.5,5563.0,59.7,1,11435.8,-200,42.26
1875,6345.5,5459.0,18.0,2,10677.5,-200,40.17
1876,6345.5,5285.0,8.8,3,10591.7,-200,39.66
1877,6345.5,5409.0,9.1,4,10500.4,-200,39.34
1878,6345.5,5405.0,9.7,5,11165.8,-200,40.77
1879,6345.5,5276.0,9.3,6,13719.2,-200,46.68
1880,6345.5,5262.0,8.2,7,17197.6,-200,54.91
1881,6345.5,5055.0,11.2,8,18572.2,-200,57.91
1882,6345.5,4789.0,48.3,9,18136.300000000003,-200,56.49
1883,6345.5,4074.0,336.0,10,17242.9,-200,53.66
1884,6345.5,3617.0,691.7,11,16925.699999999997,-200,52.4
1885,6525.5,3601.0,825.9,12,16310.4,-200,51.01
1886,6525.5,3423.0,870.9,13,16246.5,-200,50.56
1887,6525.5,3159.0,961.4,14,15630.800000000001,-200,48.7
1888,6525.5,2808.0,1041.0,15,15303.1,-200,47.49
1889,6525.5,2405.0,995.2,16,16770.1,-200,50.59
1890,6525.5,2124.0,678.4,17,19803.4,-200,57.56
1891,6525.5,1885.0,271.1,18,23244.7,-200,65.55
1892,6625.5,2140.0,123.6,19,23749.9,-200,66.93
1893,6625.5,1946.0,22.3,20,24230.2,-200,67.78
1894,6625.5,1926.0,21.2,21,22930.3,-200,64.44
1895,6625.5,1939.0,24.8,22,20307.7,-200,57.92
1896,6625.5,2021.0,23.1,23,17517.4,-200,51.04
1897,6625.5,2475.0,13.4,0,15615.1,-200,50.92
1898,6625.5,3280.0,35.8,1,13466.7,-200,46.09
1899,6625.5,4007.0,19.5,2,11993.0,-200,42.83
1900,6625.5,4462.0,17.6,3,11237.9,-200,41.13
1901,6625.5,5143.0,11.9,4,10482.6,-200,39.59
1902,6625.5,5769.0,10.8,5,10431.7,-200,39.71
1903,6825.5,6826.0,11.0,6,11466.5,-200,43.08
1904,6825.5,7443.0,9.2,7,14430.0,-200,50.49
1905,6781.2,7879.0,11.0,8,15354.5,-200,52.77
1906,6781.2,8049.0,38.6,9,14489.699999999997,-200,50.61
1907,6671.2,7287.0,310.9,10,13395.2,-200,47.07
1908,6671.2,6573.0,704.6,11,13485.900000000001,-200,46.62
1909,6715.5,6684.0,805.4,12,12755.400000000001,-200,44.82
1910,6715.5,6759.0,858.4,13,12264.0,-200,43.5
1911,6715.5,7120.0,942.1,14,10850.0,-200,40.14
1912,6715.5,7860.0,1038.3,15,9644.099999999999,-200,37.54
1913,6715.5,8991.0,1007.4,16,9558.5,-200,37.92
1914,6715.5,9948.0,659.2,17,11497.7,-200,43.08
1915,7025.5,10658.0,341.9,18,13398.5,-200,48.51
1916,7025.5,10881.0,143.2,19,14088.3,-200,50.15
1917,7025.5,10731.0,33.2,20,14701.3,-200,51.35
1918,7025.5,10827.0,21.1,21,13300.400000000001,-200,47.84
1919,7025.5,11199.0,21.3,22,10340.2,-200,40.75
1920,7025.5,11304.0,26.9,23,7682.5999999999985,-200,34.21
1921,7025.5,11357.0,15.2,0,6222.299999999999,-200,34.89
1922,6825.5,10948.0,21.3,1,5561.200000000001,-200,32.49
1923,6825.5,10826.0,16.2,2,4841.299999999999,-200,30.49
1924,6825.5,10674.0,11.6,3,4669.9000000000015,-200,29.79
1925,6825.5,11121.0,11.1,4,4229.4000000000015,-200,28.84
1926,6825.5,11159.0,10.2,5,4721.299999999999,-200,29.88
1927,6825.5,10969.0,10.5,6,7362.0,-200,35.96
1928,6825.5,11148.0,9.5,7,10702.0,-200,43.98
1929,6825.5,10999.0,10.9,8,11940.8,-200,46.7
1930,6825.5,10668.0,53.5,9,11590.8,-200,45.44
1931,7117.2,10573.0,403.0,10,9701.5,-200,41.11
1932,7117.2,10299.0,766.7,11,8355.5,-200,37.48
1933,7117.2,9615.0,939.3,12,8488.800000000003,-200,37.15
1934,7117.2,9178.0,1040.0,13,8555.400000000001,-200,36.83
1935,7117.2,9117.0,1062.9,14,7818.200000000001,-200,34.82
1936,7117.2,9169.0,1196.7,15,7151.5,-200,33.06
1937,7117.2,9250.0,1239.8,16,7949.700000000001,-200,34.87
1938,7117.2,9769.0,768.4,17,10408.2,-200,40.99
1939,7117.2,10754.0,280.6,18,12795.7,-200,47.27
1940,7117.2,11490.0,138.1,19,12974.7,-200,48.02
1941,7117.2,11402.0,39.6,20,13095.2,-200,48.07
1942,7117.2,10827.0,20.9,21,12607.900000000001,-200,46.32
1943,7117.2,10254.0,26.0,22,10919.8,-200,41.66
1944,7117.2,9743.0,20.8,23,9202.0,-200,36.98
1945,7117.2,9506.0,22.8,0,8087.0,-200,38.29
1946,7117.2,8871.0,36.4,1,7223.4000000000015,-200,35.59
1947,7117.2,8382.0,20.3,2,6568.5,-200,33.49
1948,7117.2,7648.0,19.2,3,6595.6,-200,32.88
1949,7117.2,7098.0,16.8,4,6845.0,-200,32.93
1950,7117.2,6289.0,16.0,5,7710.799999999999,-200,34.29
1951,7117.2,5721.0,18.0,6,9032.8,-200,36.92
1952,7117.2,5319.0,19.8,7,10698.8,-200,40.5
1953,7117.2,5172.0,19.3,8,11395.1,-200,41.91
1954,7117.2,4924.0,42.7,9,12065.199999999999,-200,43.18
1955,7117.2,4167.0,371.4,10,12271.800000000001,-200,42.98
1956,7117.2,3740.0,765.2,11,11624.099999999999,-200,40.93
1957,7117.2,3486.0,874.4,12,10932.5,-200,38.9
1958,7117.2,3193.0,1033.2,13,11550.2,-200,40.02
1959,7117.2,2913.0,1104.9,14,11366.7,-200,39.2
1960,7117.2,2973.0,1219.4,15,10227.1,-200,36.3
1961,7117.2,3050.0,1206.1,16,11077.4,-200,38.23
1962,7117.2,3068.0,730.3,17,14077.4,-200,45.33
1963,7117.2,3150.0,301.5,18,17419.4,-200,53.29
1964,7117.2,3231.0,140.2,19,18242.6,-200,55.16
1965,7117.2,3226.0,44.1,20,18760.7,-200,56.23
1966,7117.2,3481.0,44.9,21,18095.9,-200,54.61
1967,7117.2,3589.0,26.0,22,16441.8,-200,50.5
1968,7117.2,3518.0,14.5,23,14275.3,-200,45.03
1969,7117.2,3613.0,12.1,0,12311.7,-200,44.52
1970,7117.2,3748.0,16.6,1,10701.2,-200,40.53
1971,7117.2,3822.0,13.0,2,9607.8,-200,37.75
1972,7117.2,3725.0,11.3,3,9169.5,-200,36.45
1973,7117.2,3622.0,9.6,4,9118.2,-200,36.07
1974,7117.2,3330.0,8.2,5,9593.6,-200,36.84
1975,7117.2,2993.0,9.1,6,10511.7,-200,38.65
1976,7117.2,2851.0,12.9,7,11266.400000000001,-200,40.2
1977,7117.2,2707.0,12.3,8,11076.4,-200,39.46
1978,7117.2,2454.0,29.5,9,11614.8,-200,40.41
1979,7117.2,2275.0,333.7,10,11441.0,-200,39.68
1980,7117.2,2175.0,819.2,11,10452.9,-200,37.04
1981,7117.2,2022.0,930.2,12,10665.599999999999,-200,37.26
1982,7117.2,1953.0,989.7,13,11088.0,-200,38.06
1983,7117.2,1890.0,970.2,14,10998.5,-200,37.62
1984,7117.2,1734.0,1151.1,15,10010.4,-200,34.93
1985,7117.2,1612.0,1140.5,16,11149.5,-200,37.43
1986,7117.2,1708.0,762.9,17,13816.4,-200,43.77
1987,7117.2,1753.0,323.2,18,17478.0,-200,52.49
1988,7117.2,1820.0,134.7,19,18994.1,-200,56.02
1989,7117.2,1840.0,58.6,20,20085.2,-200,58.5
1990,7117.2,1881.0,40.0,21,19697.8,-200,57.41
1991,7117.2,1912.0,19.3,22,18340.5,-200,53.96
1992,7117.2,1906.0,28.8,23,16278.0,-200,48.78
1993,7117.2,1918.0,13.5,0,14040.3,-200,47.55
1994,7117.2,1990.0,56.6,1,12492.2,-200,43.67
1995,7117.2,2046.0,34.2,2,11730.6,-200,41.69
1996,7117.2,2230.0,22.6,3,11343.2,-200,40.69
1997,7117.2,2281.0,21.2,4,11374.6,-200,40.62
1998,7117.2,2272.0,18.3,5,12265.5,-200,42.59
1999,7117.2,2133.0,18.6,6,15413.2,-200,49.93
2000,7117.2,2156.0,20.6,7,19467.8,-200,59.58
2001,7117.2,2154.0,18.6,8,21653.5,-200,64.69
2002,7117.2,2205.0,46.5,9,21064.8,-200,63.11
2003,7117.2,2080.0,377.3,10,19317.7,-200,58.61
2004,7117.2,2039.0,838.2,11,18084.5,-200,55.41
2005,7117.2,1905.0,895.0,12,17397.6,-200,53.48
2006,7117.2,1883.0,966.7,13,17477.0,-200,53.47
2007,7117.2,1926.0,1041.6,14,16876.1,-200,51.87
2008,7117.2,1880.0,1180.8,15,16239.0,-200,50.11
2009,7117.2,1805.0,1134.1,16,17791.4,-200,53.63
2010,7117.2,1661.0,743.3,17,21061.7,-200,61.27
2011,7117.2,1657.0,296.4,18,24490.8,-200,69.4
2012,7117.2,1761.0,188.6,19,25260.2,-200,71.15
2013,7117.2,1946.0,27.0,20,25232.8,-200,71.03
2014,7117.2,2025.0,21.8,21,23941.0,-200,67.77
2015,7117.2,2197.0,23.4,22,20921.4,-200,60.4
2016,7117.2,2563.0,26.9,23,17621.9,-200,52.48
2017,7117.2,2979.0,13.6,0,15345.2,-200,51.43
2018,7117.2,3355.0,11.5,1,13477.3,-200,46.98
2019,7117.2,3676.0,10.9,2,12161.900000000001,-200,43.84
2020,7117.2,4006.0,10.4,3,11514.400000000001,-200,42.31
2021,7117.2,4253.0,10.3,4,11283.5,-200,41.74
2022,7117.2,4496.0,10.2,5,11748.6,-200,42.85
2023,7117.2,4479.0,10.1,6,14373.7,-200,49.01
2024,7117.2,4540.0,10.3,7,18561.4,-200,59.0
2025,7117.2,4430.0,10.4,8,20359.7,-200,63.1
2026,7117.2,4067.0,19.1,9,20467.9,-200,62.93
2027,7117.2,3528.0,72.8,10,19819.4,-200,60.82
2028,7117.2,3241.0,254.8,11,18985.7,-200,58.42
2029,7117.2,3266.0,467.4,12,18101.6,-200,56.11
2030,7117.2,3469.0,590.8,13,17767.300000000003,-200,55.26
2031,7117.2,3586.0,635.5,14,16942.4,-200,53.16
2032,7117.2,3747.0,612.3,15,16853.0,-200,52.87
2033,7117.2,3869.0,506.6,16,18146.4,-200,55.9
2034,7117.2,4213.0,309.6,17,20132.3,-200,60.76
2035,7117.2,4780.0,101.1,18,22281.4,-200,66.17
2036,7117.2,5125.0,55.5,19,22870.3,-200,67.65
2037,7117.2,5307.0,22.4,20,22669.4,-200,67.11
2038,7117.2,5588.0,22.2,21,21112.6,-200,63.35
2039,7117.2,5548.0,18.2,22,18313.6,-200,56.36
2040,7117.2,5629.0,13.7,23,15395.1,-200,49.17
2041,7117.2,5422.0,11.8,0,13315.0,-200,48.18
2042,7117.2,4988.0,12.3,1,12241.5,-200,45.1
2043,7117.2,4635.0,11.6,2,11616.2,-200,43.17
2044,7117.2,4309.0,10.8,3,11614.0,-200,42.76
2045,7117.2,4052.0,10.8,4,11985.0,-200,43.3
2046,7117.2,3813.0,9.9,5,12904.900000000001,-200,45.18
2047,7117.2,3653.0,10.5,6,15474.3,-200,51.11
2048,7117.2,3542.0,9.3,7,19539.5,-200,60.69
2049,7117.2,3543.0,10.2,8,21477.0,-200,65.2
2050,7117.2,3640.0,11.9,9,21865.800000000003,-200,66.03
2051,7117.2,3503.0,46.1,10,21145.199999999997,-200,64.01
2052,7117.2,3688.0,77.7,11,20244.199999999997,-200,61.77
2053,7117.2,4109.0,95.4,12,19697.4,-200,60.55
2054,7117.2,4332.0,120.2,13,19497.5,-200,60.04
2055,7117.2,4032.0,123.8,14,19490.1,-200,59.63
2056,7117.2,4066.0,112.9,15,19344.800000000003,-200,59.12
2057,7117.2,4248.0,86.1,16,19732.5,-200,60.0
2058,7117.2,5282.0,37.8,17,20221.6,-200,61.71
2059,7117.2,6208.0,15.2,18,21511.4,-200,65.28
2060,7117.2,7107.0,14.4,19,21033.4,-200,64.55
2061,7117.2,7752.0,9.8,20,20209.0,-200,62.81
2062,7117.2,7988.0,12.4,21,18666.4,-200,59.06
2063,7117.2,8458.0,11.7,22,15373.1,-200,51.22
2064,7117.2,8508.0,11.3,23,12369.5,-200,43.8
2065,7117.2,8895.0,8.9,0,9923.900000000001,-200,42.33
2066,7117.2,9042.0,9.7,1,8109.1,-200,37.85
2067,7117.2,8854.0,9.6,2,7279.200000000001,-200,35.53
2068,7117.2,8522.0,8.9,3,7286.9000000000015,-200,35.15
2069,7117.2,8234.0,9.5,4,7537.299999999999,-200,35.37
2070,7117.2,8721.0,9.8,5,7683.0,-200,35.88
2071,7117.2,8876.0,9.7,6,9893.1,-200,41.15
2072,7117.2,9532.0,9.3,7,13306.5,-200,49.67
2073,7117.2,9720.0,9.3,8,15249.2,-200,54.32
2074,7117.2,9701.0,9.9,9,15856.599999999999,-200,55.6
2075,7117.2,9749.0,19.1,10,16026.7,-200,55.86
2076,7117.2,9684.0,15.7,11,16107.8,-200,55.83
2077,7117.2,9444.0,12.3,12,16435.800000000003,-200,56.28
2078,7117.2,9253.0,15.2,13,17063.9,-200,57.49
2079,7117.2,9286.0,18.4,14,16357.099999999999,-200,55.62
2080,7117.2,9205.0,21.5,15,15701.2,-200,53.79
2081,7117.2,9419.0,20.9,16,15313.3,-200,52.82
2082,7117.2,9801.0,14.3,17,15601.0,-200,53.59
2083,7117.2,10207.0,11.1,18,17107.5,-200,57.33
2084,7117.2,10569.0,10.9,19,17177.9,-200,57.57
2085,7117.2,10079.0,11.0,20,17372.8,-200,57.53
2086,7117.2,9915.0,9.8,21,16280.0,-200,54.59
2087,7117.2,9603.0,8.9,22,13920.900000000001,-200,48.48
2088,7117.2,9343.0,8.9,23,11429.900000000001,-200,42.1
2089,7117.2,9073.0,11.0,0,9546.8,-200,41.53
2090,7117.2,8636.0,12.4,1,8380.400000000001,-200,38.23
2091,7117.2,8688.0,10.5,2,7412.299999999999,-200,35.74
2092,7117.2,8682.0,10.2,3,7135.6,-200,34.89
2093,7117.2,8495.0,10.1,4,7258.700000000001,-200,34.88
2094,7117.2,8304.0,10.2,5,8000.6,-200,36.36
2095,7117.2,7729.0,10.3,6,11163.5,-200,43.44
2096,7117.2,7526.0,9.7,7,15308.1,-200,53.16
2097,7117.2,7599.0,9.9,8,17202.4,-200,57.61
2098,7117.2,7243.0,16.8,9,18370.1,-200,60.01
2099,7117.2,6690.0,22.3,10,18989.2,-200,60.95
2100,7117.2,6317.0,26.8,11,18953.800000000003,-200,60.43
2101,7117.2,6182.0,41.4,12,19325.2,-200,61.06
2102,7117.2,5898.0,68.7,13,19510.199999999997,-200,61.13
2103,7117.2,5623.0,43.3,14,19397.7,-200,60.49
2104,7117.2,5391.0,36.6,15,18849.1,-200,58.82
2105,7117.2,5327.0,33.0,16,18776.6,-200,58.42
2106,7117.2,5049.0,14.2,17,19629.6,-200,60.12
2107,7117.2,5176.0,9.1,18,21398.7,-200,64.3
2108,7117.2,5325.0,9.0,19,21648.8,-200,64.83
2109,7117.2,5188.0,10.1,20,21298.7,-200,63.71
2110,7117.2,4743.0,10.4,21,20442.4,-200,61.15
2111,7117.2,4414.0,10.3,22,18419.5,-200,55.85
2112,7117.2,4333.0,10.1,23,15970.7,-200,49.69
2113,7117.2,4385.0,10.2,0,14098.6,-200,49.37
2114,7117.2,4649.0,10.3,1,12261.5,-200,44.92
2115,7117.2,4123.0,10.3,2,11691.5,-200,43.0
2116,7117.2,3753.0,10.3,3,11319.5,-200,41.67
2117,7117.2,3096.0,10.4,4,11708.400000000001,-200,41.98
2118,7117.2,2523.0,10.4,5,12198.400000000001,-200,42.6
2119,7117.2,2529.0,10.4,6,12940.400000000001,-200,44.22
2120,7117.2,2732.0,10.3,7,13911.5,-200,46.52
2121,7117.2,2669.0,10.4,8,15180.0,-200,49.37
2122,7117.2,2525.0,10.7,9,16909.0,-200,53.27
2123,7117.2,2734.0,59.2,10,17365.8,-200,54.34
2124,7117.2,2712.0,193.3,11,16626.6,-200,52.35
2125,7117.2,2577.0,217.8,12,16739.800000000003,-200,52.35
2126,7117.2,2575.0,260.7,13,16801.9,-200,52.32
2127,7117.2,2727.0,181.7,14,16374.199999999999,-200,51.21
2128,7117.2,2969.0,151.2,15,15297.3,-200,48.58
2129,7117.2,3142.0,95.6,16,15423.9,-200,48.82
2130,7117.2,3202.0,28.5,17,16925.4,-200,52.32
2131,7117.2,3227.0,1.9,18,19318.9,-200,57.95
2132,7117.2,3299.0,2.2,19,19723.6,-200,58.79
2133,7117.2,3339.0,7.5,20,19868.3,-200,58.99
2134,7117.2,3330.0,9.8,21,19482.0,-200,57.87
2135,7117.2,3127.0,9.5,22,17932.3,-200,53.8
2136,7117.2,3036.0,9.3,23,15844.5,-200,48.5
2137,7117.2,3309.0,9.4,0,13268.400000000001,-200,46.63
2138,7117.2,3161.0,9.5,1,11791.3,-200,42.77
2139,7117.2,3180.0,10.0,2,10712.8,-200,39.99
2140,7117.2,2996.0,9.2,3,10226.6,-200,38.51
2141,7117.2,2675.0,8.7,4,10202.1,-200,38.05
2142,7117.2,2753.0,9.2,5,10269.6,-200,38.09
2143,7117.2,2633.0,9.2,6,10799.6,-200,39.1
2144,7117.2,2430.0,8.1,7,11527.7,-200,40.55
2145,7117.2,2344.0,8.3,8,12062.8,-200,41.6
2146,7117.2,2194.0,9.2,9,13293.199999999999,-200,44.3
2147,7117.2,2020.0,16.3,10,14205.0,-200,46.2
2148,7117.2,1742.0,169.9,11,14543.2,-200,46.65
2149,7117.2,1472.0,163.1,12,14796.199999999999,-200,46.9
2150,7117.2,1491.0,129.9,13,15357.800000000001,-200,48.09
2151,7117.2,1519.0,120.3,14,15611.2,-200,48.54
2152,7117.2,1478.0,92.3,15,14696.300000000001,-200,46.12
2153,7117.2,1555.0,84.9,16,15276.9,-200,47.39
2154,7117.2,1673.0,32.8,17,16918.5,-200,51.26
2155,7117.2,2055.0,17.2,18,19000.6,-200,56.38
2156,7117.2,2541.0,0.5,19,19462.3,-200,57.65
2157,7117.2,2854.0,6.0,20,19931.8,-200,58.81
2158,7117.2,3099.0,9.9,21,19449.9,-200,57.63
2159,7117.2,3359.0,9.8,22,17821.0,-200,53.69
2160,7117.2,3465.0,9.9,23,15527.900000000001,-200,48.03
2161,7117.2,3392.0,9.7,0,13155.1,-200,46.41
2162,7117.2,3492.0,8.9,1,11497.900000000001,-200,42.29
2163,7117.2,3552.0,10.2,2,10572.6,-200,39.91
2164,7117.2,3453.0,9.9,3,10339.900000000001,-200,39.09
2165,7117.2,3286.0,9.2,4,10605.6,-200,39.44
2166,7117.2,3077.0,8.3,5,11608.5,-200,41.55
2167,7117.2,3199.0,8.5,6,14558.3,-200,48.59
2168,7117.2,3375.0,7.7,7,18738.1,-200,58.64
2169,7117.2,3688.0,8.0,8,20893.6,-200,63.89
2170,7117.2,3817.0,8.4,9,21037.800000000003,-200,64.14
2171,7076.9,3783.0,14.1,10,20233.199999999997,-200,61.92
2172,7076.9,3618.0,57.0,11,19389.9,-200,59.59
2173,7056.9,3480.0,135.3,12,19195.600000000002,-200,58.81
2174,7056.9,3378.0,224.4,13,19208.4,-200,58.59
2175,7056.9,3352.0,191.6,14,18496.5,-200,56.67
2176,7056.9,3303.0,196.2,15,18371.8,-200,56.15
2177,7049.9,3308.0,160.4,16,19325.0,-200,58.27
2178,7049.9,3337.0,74.2,17,21285.6,-200,62.85
2179,7049.9,3974.0,8.5,18,23353.6,-200,68.11
2180,7049.9,4375.0,11.1,19,23491.0,-200,68.53
2181,7049.9,4806.0,6.9,20,22846.2,-200,67.08
2182,7049.9,4788.0,9.5,21,21653.6,-200,64.0
2183,7049.9,4563.0,9.5,22,19154.6,-200,57.62
2184,7049.9,4753.0,8.4,23,16087.7,-200,50.14
2185,7049.9,4934.0,8.1,0,13949.0,-200,49.27
2186,7049.9,5029.0,13.0,1,12017.1,-200,44.47
2187,7049.9,5142.0,13.3,2,10768.8,-200,41.35
2188,7049.9,5251.0,11.1,3,10261.0,-200,40.01
2189,7049.9,5416.0,10.7,4,10001.400000000001,-200,39.31
2190,7049.9,5407.0,7.7,5,10706.400000000001,-200,40.83
2191,7049.9,6008.0,6.7,6,12704.400000000001,-200,45.89
2192,7049.9,6160.0,7.6,7,16671.5,-200,55.42
2193,7049.9,6446.0,6.7,8,18719.9,-200,60.39
2194,7049.9,6886.0,15.2,9,17701.3,-200,58.04
2195,7049.9,6156.0,110.2,10,16571.9,-200,54.63
2196,7049.9,5809.0,410.4,11,15527.5,-200,51.68
2197,7049.9,5838.0,628.6,12,14784.5,-200,49.72
2198,7049.9,6148.0,702.1,13,14048.699999999997,-200,47.96
2199,7049.9,6749.0,786.4,14,12886.800000000003,-200,45.38
2200,7049.9,7152.0,870.1,15,12488.699999999997,-200,44.5
2201,7049.9,7695.0,780.4,16,13224.599999999999,-200,46.47
2202,7049.9,8169.0,420.5,17,15652.2,-200,52.49
2203,7049.9,8977.0,113.0,18,17494.1,-200,57.32
2204,7049.9,9235.0,61.6,19,18054.5,-200,58.67
2205,6989.9,9551.0,14.3,20,18137.8,-200,58.81
2206,6989.9,9710.0,21.7,21,17207.4,-200,56.48
2207,6989.9,9333.0,27.0,22,14750.1,-200,50.1
2208,6989.9,9212.0,23.8,23,11886.3,-200,42.9
2209,6989.9,9158.0,25.7,0,9752.400000000001,-200,41.88
2210,6989.9,9782.0,29.0,1,7168.0999999999985,-200,35.86
2211,6989.9,10547.0,17.6,2,5418.5,-200,31.97
2212,6989.9,10851.0,10.3,3,4839.799999999999,-200,30.59
2213,6989.9,11220.0,10.0,4,4527.0999999999985,-200,29.9
2214,6989.9,11190.0,10.0,5,5196.0999999999985,-200,31.32
2215,6989.9,11174.0,10.0,6,8134.0999999999985,-200,38.24
2216,6989.9,11262.0,10.0,7,12081.099999999999,-200,47.67
2217,6989.9,11969.0,10.6,8,12956.3,-200,50.09
2218,6989.9,11515.0,22.0,9,12930.099999999999,-200,49.53
2219,6989.9,10913.0,128.0,10,12289.0,-200,47.39
2220,6989.9,11215.0,420.3,11,10463.600000000002,-200,42.99
2221,6989.9,11834.0,592.8,12,9466.0,-200,40.81
2222,6989.9,12285.0,660.5,13,8845.5,-200,39.44
2223,6989.9,12315.0,717.2,14,7898.200000000001,-200,36.98
2224,6989.9,12707.0,837.7,15,7417.9000000000015,-200,35.9
2225,6989.9,11739.0,718.7,16,9930.0,-200,41.14
2226,7013.9,10933.0,399.6,17,13453.400000000001,-200,48.99
2227,7013.9,10138.0,65.0,18,16939.1,-200,56.71
2228,7013.9,9441.0,27.4,19,18295.7,-200,59.34
2229,7013.9,9257.0,20.4,20,18998.7,-200,60.73
2230,7013.9,9078.0,17.5,21,18083.6,-200,58.21
2231,7013.9,8647.0,19.7,22,15671.400000000001,-200,51.9
2232,7117.2,7922.0,20.5,23,13229.3,-200,45.49
2233,7117.2,7171.0,20.9,0,11801.900000000001,-200,45.7
2234,7117.2,6800.0,23.7,1,10425.1,-200,41.94
2235,7117.2,6337.0,21.8,2,9868.0,-200,40.09
2236,7117.2,5940.0,21.0,3,9969.8,-200,39.89
2237,7117.2,5629.0,20.5,4,10347.3,-200,40.41
2238,7117.2,5634.0,19.8,5,11042.0,-200,41.91
2239,7117.2,5612.0,19.6,6,13347.2,-200,47.29
2240,7117.2,5749.0,20.7,7,17497.1,-200,57.25
2241,7117.2,6022.0,20.1,8,19989.2,-200,63.28
2242,7117.2,6163.0,44.3,9,19389.9,-200,61.75
2243,7117.2,5935.0,275.6,10,17609.699999999997,-200,57.1
2244,7117.2,5589.0,597.5,11,16394.7,-200,53.74
2245,7117.2,6240.0,743.6,12,15202.199999999997,-200,51.11
2246,7117.2,7652.0,758.5,13,13642.8,-200,48.11
2247,7117.2,9362.0,783.1,14,11431.099999999999,-200,43.74
2248,7117.2,10889.0,923.7,15,9861.5,-200,40.79
2249,7117.2,11758.0,816.0,16,10633.400000000001,-200,43.07
2250,7117.2,12417.0,448.6,17,12967.8,-200,48.99
2251,7117.2,13266.0,129.7,18,14937.099999999999,-200,54.16
2252,7117.2,14371.0,64.2,19,14587.599999999999,-200,53.88
2253,7117.2,15170.0,12.4,20,13952.400000000001,-200,52.7
2254,7117.2,15442.0,8.9,21,12583.900000000001,-200,49.39
2255,7117.2,15604.0,8.9,22,9302.900000000001,-200,41.38
2256,7117.2,15710.0,13.5,23,5981.299999999999,-200,33.23
2257,7117.2,15612.0,17.4,0,3922.4000000000015,-200,32.36
2258,7117.2,15290.0,24.4,1,2471.4000000000015,-200,28.45
2259,7117.2,15234.0,7.3,2,1301.5,-200,25.4
2260,7117.2,14582.0,9.4,3,1548.4000000000015,-200,25.37
2261,7117.2,14777.0,7.1,4,1341.7000000000007,-200,24.82
2262,7117.2,14210.0,9.4,5,2457.4000000000015,-200,26.95
2263,7117.2,14013.0,9.8,6,5350.0,-200,33.64
2264,7117.2,13560.0,9.6,7,10179.2,-200,44.84
2265,7117.2,12945.0,10.1,8,13312.5,-200,51.82
2266,7117.2,12896.0,10.1,9,14041.099999999999,-200,53.37
2267,7117.2,13039.0,13.3,10,13520.2,-200,52.03
2268,7117.2,12966.0,17.9,11,12947.599999999999,-200,50.41
2269,7117.2,13865.0,34.8,12,11197.0,-200,46.6
2270,7117.2,14110.0,47.7,13,11185.900000000001,-200,46.56
2271,7117.2,14517.0,48.4,14,10502.099999999999,-200,45.0
2272,7117.2,13857.0,57.6,15,10782.099999999999,-200,45.05
2273,7117.2,12527.0,42.4,16,12304.8,-200,47.65
2274,7117.2,11088.0,20.6,17,15235.2,-200,53.58
2275,7117.2,9715.0,15.1,18,18424.7,-200,60.19
2276,7117.2,8788.0,10.7,19,19468.1,-200,61.9
2277,7117.2,8293.0,9.2,20,19952.6,-200,62.56
2278,7117.2,8136.0,9.6,21,19147.2,-200,60.32
2279,7117.2,8702.0,10.0,22,15860.8,-200,52.57
2280,7117.2,8794.0,9.8,23,13007.0,-200,45.54
2281,7117.2,8717.0,9.6,0,11118.2,-200,45.1
2282,7117.2,8145.0,9.7,1,9662.1,-200,41.0
2283,7117.2,8094.0,10.0,2,8450.8,-200,37.85
